default params
1.0, 0.23, 15.0, 50.0, 0.001, 960.0, 2.4, 3e-07, 12.0, 3e-07, 4800.0, 0.5, 0.01, 30.0, 0.12, 0.1, 60000.0, 0.92, 0.462, 0.462, 0.2, 0.2, 0.2, 0.2, 0.2, 26000.0

param 0: (OT) =,1.2
peak,0.0,0.0,1.74807536224e-07,0.0,0.0387298009248,-0.0226849999991,-0.000293347311823,-0.0232599999991,-244.962082118,-0.0671499999975,-0.0383647070225,0.00052499999998,-0.000374982820542,-0.0392749999985,-0.0715970140498,-0.0751999999972,-0.00372302611545,-0.0751949999972,
half rise,None,None,4.10275924012e-07,0.0,0.025927380508,-0.0025299999999,-0.000637079015877,-0.000499999999981,-373.944306681,0.0360199999986,-0.0256713144585,0.000104999999996,-0.000707593970965,0.000844999999968,-0.109948417842,-0.00414999999984,-0.00571727576098,-0.00415499999984,
half fall,0.0,0.0,1.32134709951e-07,4.99999999981e-06,0.0259277908512,-0.107404999996,-0.000637085336157,-0.198235000063,-373.944257695,-0.361515000115,-0.0257334454884,0.00236499999991,-0.000707592366314,-0.230500000073,-0.109948396444,-0.286135000091,-0.00571728347138,-0.286130000091,

param 11: (ks1MY) =,0.6
,MR,,R,,R2,,O,,I,,I2R2,,MY,,Y,,YIex,,
,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,
peak,0.0,0.0,-2.05680681598e-07,0.0,-0.0476146936512,0.0299549999989,4.83998416292e-05,0.0306849999988,316.893887914,0.0930099999965,0.0476590255285,-0.000649999999975,0.000486216334042,0.052134999998,0.0926402854543,0.0996199999962,0.00481727075727,0.0996199999962,
half rise,None,None,-4.81393859553e-07,0.0,-0.0315094064801,0.00320499999988,0.000111168681651,0.00052999999998,488.288586549,-0.0224299999992,0.0315407223683,-0.000134999999995,0.000925317903767,0.00116499999996,0.143581751579,0.0111899999996,0.0074662114232,0.0111899999996,
half fall,0.0,0.0,-2.84065859613e-07,-4.99999999981e-06,-0.0315082989104,0.142914999995,0.000111167700433,0.267140000085,488.288431242,0.432110000137,0.0315281984689,-0.00296999999989,0.00092531732579,0.299160000095,0.14358164831,0.367170000117,0.00746620800617,0.367170000117,

param 12: (ks0MY) =,0.012
,MR,,R,,R2,,O,,I,,I2R2,,MY,,Y,,YIex,,
,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,
peak,0.0,0.0,-7.06647086846e-07,0.0,-0.175251161306,0.00770999999971,0.000195026501876,0.0079199999997,2250.72932781,0.0201999999992,0.175002216819,-6.49999999975e-05,0.00456963432772,0.0126599999995,0.663254295047,0.0240499999991,0.0344890508972,0.0240499999991,
half rise,None,None,-1.65338912517e-06,0.0,-0.114079293964,0.000669999999975,0.000422240033908,0.000104999999996,2330.21485355,-0.00836499999968,0.113938496976,-0.000209999999992,0.00477653436863,0.00322499999988,0.68690435546,0.00954499999964,0.0357188467694,0.00954499999964,
half fall,0.0,0.0,-1.27786154136e-06,-1.49999999994e-05,-0.114078981232,0.0357149999986,0.000422227730937,0.0641650000204,2330.21511201,0.106480000034,0.113955100409,0.000614999999977,0.00477653507426,0.0586750000186,0.686904327843,0.0698750000222,0.0357188462585,0.0698750000222,

param 13: (ksY) =,36.0
,MR,,R,,R2,,O,,I,,I2R2,,MY,,Y,,YIex,,
,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,
peak,0.0,0.0,-9.02882748011e-07,0.0,-0.220651039046,0.0400349999985,0.000253343018481,0.0410249999984,2609.30015245,0.121509999995,0.220446774566,-0.000679999999974,0.000317873283065,0.0687549999974,0.768085042593,0.131199999995,0.0399402225137,0.131204999995,
half rise,None,None,-2.11228797808e-06,0.0,-0.144117381592,0.00412999999984,0.000556174861505,0.000684999999974,2884.09780175,-0.026739999999,0.144049690422,-0.000334999999987,0.000614430939265,0.00441999999983,0.849778441333,0.0214099999992,0.0441882741564,0.0214049999992,
half fall,0.0,0.0,-1.52388337471e-06,-1.99999999992e-05,-0.144118299811,0.190104999993,0.000556162128687,0.353180000112,2884.09785837,0.562265000178,0.144030020948,-0.00218999999992,0.000614432760735,0.382305000121,0.849778527854,0.466860000148,0.0441882618913,0.466860000148,

param 14: (kp) =,0.144
,MR,,R,,R2,,O,,I,,I2R2,,MY,,Y,,YIex,,
,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,
peak,0.0,0.0,-8.53347142171e-07,0.0,-0.208554487872,0.0374799999986,0.000237376807571,0.0384049999985,2452.82366041,0.113614999996,0.208360757166,-0.000639999999976,0.000297916719483,0.0643849999976,0.0216940966711,0.122859999995,0.0375453308952,0.122859999995,
half rise,None,None,-1.99645814725e-06,0.0,-0.136216761707,0.00386499999985,0.00052105264613,0.000639999999976,2709.49097003,-0.025894999999,0.136191864998,-0.000314999999988,0.000575674107347,0.00410999999984,0.0521064134332,0.0199899999992,0.0415131822537,0.0199849999992,
half fall,0.0,0.0,-1.85499249228e-06,-1.49999999994e-05,-0.136217052529,0.177914999993,0.000521041387861,0.330440000105,2709.49096899,0.527865000168,0.136134485899,-0.00206999999992,0.00057567354444,0.357820000114,0.052106470677,0.437035000139,0.041513167658,0.437035000139,

param 15: (knp) =,0.12
,MR,,R,,R2,,O,,I,,I2R2,,MY,,Y,,YIex,,
,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,
peak,0.0,0.0,1.5374368445e-12,0.0,3.76081971343e-07,0.0,-3.72361193962e-10,0.0,-0.00404730140144,0.0,-3.75714321876e-07,0.0,-4.69121939212e-10,0.0,-3.15394759198e-08,0.0,-6.19590991291e-08,0.0,
half rise,None,None,3.60012020195e-12,0.0,2.49065608804e-07,0.0,-8.19193398446e-10,0.0,-0.00441858509294,0.0,-2.58098459938e-07,0.0,-9.07318834648e-10,0.0,-8.06158597655e-08,0.0,-6.79612432719e-08,0.0,
half fall,0.0,0.0,6.21869222783e-12,0.0,2.21306222903e-07,0.0,-7.1195930965e-10,0.0,-0.00437188689102,0.0,-2.32068956052e-07,0.0,-7.92504124825e-10,0.0,-6.56086043271e-08,0.0,-6.71808503272e-08,0.0,

param 16: (kft) =,72000.0
,MR,,R,,R2,,O,,I,,I2R2,,MY,,Y,,YIex,,
,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,
peak,0.0,0.0,-4.018630817e-08,0.0,-0.00982868971202,0.00152499999994,9.79149016738e-06,0.00155999999994,106.195432866,0.00450999999983,0.00981909778531,-2.99999999989e-05,1.23339448876e-05,0.0026299999999,0.0312628413729,0.00501999999981,-0.0288048452132,0.00501999999981,
half rise,None,None,-9.4065670031e-08,0.0,-0.00642043839743,0.000154999999994,2.14515669451e-05,2.49999999991e-05,116.282011584,-0.00170999999994,0.00641722334944,-1.49999999994e-05,2.37240062353e-05,0.000149999999994,0.0342623245383,0.000774999999971,-0.0303999510123,0.000769999999971,
half fall,0.0,0.0,-1.62494075862e-07,0.0,-0.00641931665542,0.00720999999973,2.14501731866e-05,0.0133350000042,116.282251244,0.0226350000072,0.00642524330115,-9.99999999962e-05,2.37245037276e-05,0.0145300000046,0.0342622747612,0.0177950000056,-0.030399956012,0.0177950000056,

param 17: (kt) =,1.104
,MR,,R,,R2,,O,,I,,I2R2,,MY,,Y,,YIex,,
,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,
peak,0.0,0.0,8.6248647202e-07,0.0,0.212133818069,-0.0210699999992,-0.000185540879933,-0.0218649999992,-2099.62256452,-0.291449999989,-0.211915804228,0.000464999999982,-0.000235015380065,-0.0443649999983,-0.0445083560193,-0.0920949999965,-0.00231442294089,-0.0920949999965,
half rise,None,None,2.02008592665e-06,0.0,0.138395391014,-0.00200499999992,-0.000404397581035,-0.000299999999989,-2278.94823374,-0.122789999995,-0.13827124429,0.000299999999989,-0.000448007763329,-0.00131499999995,-0.0693732758984,-0.0118499999996,-0.00360737860474,-0.0118549999996,
half fall,0.0,0.0,1.3693979003e-06,1.99999999992e-05,0.138394389287,-0.127539999995,-0.000404403092128,-0.246755000061,-2278.94784335,-0.685515000218,-0.138275039802,0.00185999999993,-0.000448007733585,-0.274915000087,-0.0693731494325,-0.344310000109,-0.00360738556366,-0.344310000109,

param 18: (lMR) =,0.5544
,MR,,R,,R2,,O,,I,,I2R2,,MY,,Y,,YIex,,
,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,
peak,-0.0829772029588,0.0,-0.00824839424297,-0.00053999999998,-0.249277459153,-0.323119999988,0.000292569305967,-0.322239999988,319.500785051,-0.249464999991,-7.63648073978,-0.317814999988,0.00045154056029,-0.250659999991,0.0934476462055,-0.242734999991,0.00485925330644,-0.242729999991,
half rise,None,None,-0.016064812411,8.99999999966e-05,-0.171055075108,-0.080499999997,0.00077475866745,-0.0422649999984,481.971370497,-0.174589999993,-5.3271184917,-0.079074999997,0.000892242077973,-0.0935049999965,0.141738322582,-0.139364999995,0.00737035339823,-0.139364999995,
half fall,-0.0830597100459,-0.249559999991,-0.0160463198669,-0.325924999988,-0.171055297158,-0.620059999977,0.000774736209059,-0.428180000054,481.971494404,-0.0716250000227,-5.32709620175,-0.689869999974,0.000892239907617,-0.286770000091,0.141738253654,-0.136575000043,0.00737035197197,-0.136575000043,

param 19: (lMY) =,0.5544
,MR,,R,,R2,,O,,I,,I2R2,,MY,,Y,,YIex,,
,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,
peak,0.0,0.0,8.62487579245e-07,0.0,0.212999730268,-0.0182649999993,-0.000186230559511,-0.0190099999993,-2108.23655279,-0.486809999982,-0.212779131332,0.000389999999985,-0.00421047754245,-0.565364999979,-0.620945363266,-0.504744999981,-0.0322889974448,-0.504744999981,
half rise,None,None,2.02008592654e-06,0.0,0.138828843338,-0.00149499999994,-0.000404744454527,-0.000214999999992,-2283.25077443,-0.225659999991,-0.138718303903,0.000284999999989,-0.00464720570535,-0.187069999993,-0.672910146025,-0.27301999999,-0.0349911504906,-0.27301999999,
half fall,0.0,0.0,1.37910710662e-06,1.99999999992e-05,0.138827633148,-0.120499999995,-0.000404746996682,-0.243220000061,-2283.2505639,-0.954740000303,-0.138715069535,0.00163999999994,-0.00464720524027,-0.85217500027,-0.672910143631,-0.848850000269,-0.034991148164,-0.848845000269,

param 20: (lR) =,0.24
,MR,,R,,R2,,O,,I,,I2R2,,MY,,Y,,YIex,,
,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,
peak,0.0,0.0,-0.000199762584109,0.0,-0.00150515388374,-1.99999999992e-05,1.49149559024e-06,-1.99999999992e-05,1.67056401818,0.00154999999994,-0.0434694593708,-0.000224999999991,2.1727300978e-06,0.000809999999969,0.000487420209672,0.00164999999994,2.53457241742e-05,0.00164999999994,
half rise,None,None,-0.000199336066757,0.0,-0.00115871446166,-3.49999999987e-05,5.20200298206e-06,-0.000204999999992,3.11326899503,-0.00026499999999,-0.0348696937745,-5.49999999979e-05,5.79784875523e-06,-0.000219999999992,0.000915228395749,6.99999999973e-05,4.76059151102e-05,6.49999999975e-05,
half fall,0.0,0.0,-0.000199651045737,0.0,-0.00115776331154,0.000444999999983,5.18791685276e-06,0.00432500000137,3.11310202788,0.00529000000168,-0.0349060031075,-0.000439999999983,5.79781446926e-06,0.0044200000014,0.0009154024481,0.00465500000148,4.76006860786e-05,0.00465500000148,

param 21: (lR2) =,0.24
,MR,,R,,R2,,O,,I,,I2R2,,MY,,Y,,YIex,,
,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,
peak,0.0,0.0,-3.28201904543e-08,0.0,-0.00587813823925,-0.00720499999973,5.8451841139e-06,-0.00719499999973,7.72224057503,-0.0152749999994,-0.172070527548,-0.00710999999973,9.66805994362e-06,-0.0078999999997,0.00224172786555,-0.0148099999994,0.000116569266171,-0.0148049999994,
half rise,None,None,-8.88330410342e-08,0.0,-0.0043593731267,-0.00140999999995,1.85811627806e-05,-0.00111499999996,11.8837740009,-0.00594499999977,-0.132263641013,-0.00140999999995,2.14287129638e-05,-0.00237999999991,0.00348645415081,-0.00464999999982,0.000181309010192,-0.00465499999982,
half fall,0.0,0.0,-8.63250637639e-08,0.0,-0.00436091678546,-0.027664999999,1.85702842715e-05,-0.037830000012,11.8842652999,-0.041055000013,-0.132286279252,-0.026899999999,2.14286657516e-05,-0.0383700000122,0.00348662545488,-0.0443950000141,0.000181303601694,-0.0443950000141,

param 22: (lY) =,0.24
,MR,,R,,R2,,O,,I,,I2R2,,MY,,Y,,YIex,,
,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,
peak,0.0,0.0,8.24398016852e-07,0.0,0.204067713941,-0.0132399999995,-0.000179335833875,-0.0137749999995,-2056.74447266,-0.692069999974,-0.203849898634,0.000249999999991,-0.00022844557906,-0.0299649999989,-0.606149257541,-0.707399999973,-0.0315196037941,-0.707399999973,
half rise,None,None,1.93082252165e-06,0.0,0.132933772388,-0.00106999999996,-0.000389087941329,-0.000144999999995,-2207.81358399,-0.25651499999,-0.132748484535,0.00026499999999,-0.000431771662491,0.000154999999994,-0.650859536984,-0.283644999989,-0.033844513256,-0.283649999989,
half fall,0.0,0.0,1.22651623224e-06,1.99999999992e-05,0.132933364102,-0.0938049999964,-0.000389090053656,-0.208320000063,-2207.81335793,-1.47981500047,-0.132821247665,0.000929999999965,-0.000431772830423,-0.244470000078,-0.650859385606,-1.41436500045,-0.0338445142413,-1.41436000045,

param 23: (lYIex) =,0.24
,MR,,R,,R2,,O,,I,,I2R2,,MY,,Y,,YIex,,
,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,
peak,0.0,0.0,4.76785045889e-08,0.0,0.0117995193939,-0.00080499999997,-1.16054883496e-05,-0.000839999999968,-128.643955349,-0.0410649999984,-0.0117855702631,1.49999999994e-05,-1.47732210263e-05,-0.00182499999993,-0.0379129878219,-0.0418499999984,-0.00197158483317,-0.0418449999984,
half rise,None,None,1.1160929847e-07,0.0,0.00768644572258,-6.49999999975e-05,-2.51794949141e-05,-9.99999999962e-06,-138.530363781,-0.0149599999994,-0.00767699178358,1.49999999994e-05,-2.79371440195e-05,0.0,-0.0408384813811,-0.0164349999994,-0.00212371643134,-0.0164349999994,
half fall,0.0,0.0,1.93709059015e-07,0.0,0.00768551897604,-0.00578999999978,-2.51804161756e-05,-0.0131700000042,-138.530305052,-0.0910300000289,-0.00767928341291,4.49999999983e-05,-2.79372726827e-05,-0.0155050000049,-0.0408385291152,-0.0876800000278,-0.00212371900173,-0.0876800000278,

param 24: (lI2R2) =,0.24
,MR,,R,,R2,,O,,I,,I2R2,,MY,,Y,,YIex,,
,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,dy,dt,
peak,0.0,0.0,-1.03316786904e-06,0.0,-0.189819067869,-0.242759999991,0.000219185119425,-0.242534999991,298.461988428,-0.454314999983,-5.61246595105,-0.240024999991,0.00037187231329,-0.25280499999,0.0866833838665,-0.441639999983,0.0045075134235,-0.441639999983,
half rise,None,None,-2.78965935052e-06,0.0,-0.139553235704,-0.0489299999981,0.0007194162153,-0.0372349999986,461.889747063,-0.189589999993,-4.27789007434,-0.0490799999981,0.000832650617728,-0.079859999997,0.135536845642,-0.149574999994,0.00704787808209,-0.149574999994,
half fall,0.0,0.0,-2.27787453255e-06,-4.99999999981e-06,-0.139554643212,-0.844489999968,0.000719415482445,-1.04734000003,461.889990524,-1.01437000032,-4.27794739471,-0.832744999968,0.000832648278656,-1.03138500033,0.135536795458,-1.10634000035,0.00704787759664,-1.10634000035,

